D,Time,Project,Task,Day,Hours
14,11-11:30,ME0,Fitting,TUE,0.5
14,11:30-12:30,--,LUNCH,TUE,1.0
14,12:30-1:30,ME0,Fitting,TUE,1.0
14,1:30-2,L0MDT,Chat w/ Thiago,TUE,0.5
14,2-4,ETL,RB work,TUE,2.0
14,4-5,ME0,Chloe,TUE,1.0
,,,,,
15,9-10,ME0,Documentation,WED,1.0
15,10-10:30,L0MDT,Fiber shopping,WED,0.5
15,10:30-11,ME0,Documentation,WED,0.5
15,11-12,ETL,Firmware debug/updates,WED,1.0
15,12-1,Tracker,Meeting,WED,1.0
15,1-4,ETL,Firmware debug/updates,WED,3.0
15,4-4:30,ME0,Documentation,WED,0.5
15,4:30-5,ETL,Firmware debug/updates,WED,0.5
,,,,,
16,9:30-10,L0MDT,Fiber shopping,THU,0.5
16,10-11,L0MDT,Meeting,THU,1.0
16,11-12,ETL,Meeting,THU,1.0
16,12-1,--,LUNCH,THU,1.0
16,1-2:30,ETL,Firmware updates,THU,1.5
16,2:30-3,GE11,Reverse polarity,THU,0.5
16,3-4,APOLLO,OpenIPMC Meeting,THU,1.0
16,4-5,ME0,Meeting,THU,1.0
16,5-6,APOLLO,IPMC Firmware Updates,THU,1.0
,,,,,
17,9-10,--,Mental Health Break,FRI,1.0
17,10-11,GE21,Clusterizer testing,FRI,1.0
17,11-11:30,APOLLO,IPMC chat,FRI,0.5
17,11:30-12,GE11,Clusterizer testing,FRI,0.5
17,12-12:30,ME0,Clusterizer testing,FRI,0.5
17,12-12:30,Tracker,Chat w/ Dan,FRI,0.5
17,12:30-1,--,Lunch w/ Dan,FRI,0.5
17,1-2,ETL,PCB planning,FRI,1.0
17,2-3,GE11,Strip mapping,FRI,1.0
17,3-4:30,ME0,Chloe,FRI,1.5
17,4:30-5:30,GE11,Strip mapping,FRI,1.0
17,5:30-6,GE11,Strip mapping,FRI,0.5
,,,,,
,,,,,
20,9-9:30,ADMIN,Billing,MON,0.5
20,9:30-10,GE11,Firmware updates,MON,0.5
20,10-10:30,DEVEL,TWEPP,MON,0.5
20,10:30-12,ETL,Meeting,MON,1.5
20,12-12:30,L0MDT,Order fibers,MON,0.5
20,12:30-1,--,Exercise for my back,MON,0.5
20,1-2,L0MDT,Meeting,MON,1.0
20,2-3,APOLLO,OpenIPMCs,MON,1.0
20,3-5,SICK,Back pain break,MON,2.0
,,,,,
21,9-10,DEVEL,TWEPP,TUE,1.0
21,10-11,ETL,VTRX Requirements,TUE,1.0
21,11-12:30,APOLLO,OpenIPMC,TUE,1.0
21,12:30-2:30,ETL,BPOL48V; Module tester;,TUE,1.5
21,2:30-3:30,L0MDT,Discussion w/ Priya,TUE,1.0
21,3:30-4,SICK,Flu shot,TUE,0.5
21,4-5,ADMIN,Sexual harassment training,TUE,1.0
,,,,,
22,9-11,ETL,Module tester,WED,2.0
22,11-12,L0MDT,Fibers,WED,1.0
22,12-1:30,Tracker,Meeting,WED,1.5
22,1:30-2:30,ETL,Module tester,WED,1.0
22,2:30-3,GE21,Reverse polarity,WED,0.5
22,3-4,ETL,Module tester,WED,1.0
22,4-4:30,ETL,Meeting,WED,0.5
22,4:30-5:30,APOLLO,IPMC Sensors Updates,WED,1.0
,,,,,
23,9-9:30,DEVEL,TWEPP,THU,0.5
23,9:30-11,ETL,Module tester,THU,1.5
23,11-12:30,GE21,Meeting,THU,1.0
23,12:30-1:30,--,Lunch with Eric+Indara,THU,1.0
23,1:30-2,GE21,Reverse polarity,THU,0.5
23,2-3,ETL,Annual review,THU,1.0
23,3-4,APOLLO,IPMC Meeting,THU,1.0
23,4-5,ME0,Meeting,THU,1.0
23,5-6,L0MDT,Firmware discussion,THU,1.0
,,,,,
24,9-10,ETL,Grounding,FRI,1.0
24,10-12:30,ETL,Module tester,FRI,2.5
24,12:30-1,APOLLO,OpenIPMC,FRI,0.5
24,1-1:30,--,BBQ,FRI,0.5
24,1:30-2:30,ME0,Testbench,FRI,1.0
24,2:30-5,ME0,Chloe,FRI,2.5
,,,,,
,,,,,
27,8-9,ME0,LpGBT/VTRX+ User Group (1/3),MON,1.0
27,9-10,ETL,LpGBT/VTRX+ User Group (1/3),MON,1.0
27,10-11,L0MDT,LpGBT/VTRX+ User Group (1/3),MON,1.0
27,11:30-12:30,ETL,Meeting,MON,1.0
27,12:30-1,ME0,Testbench,MON,0.5
27,1-2,L0MDT,Meeting,MON,1.0
27,2-2:30,--,Lunch,MON,0.5
27,2:30-3:00,ETL,Grounding,MON,0.5
27,3-3:30,L0MDT,Monthly report,MON,0.5
27,3:30-4,CSC,Email to Karunesh,MON,0.5
27,4-4:30,--,??,MON,0.5
,,,,,
28,9-9:30,ETL,Grounding,TUE,0.5
28,9:30-10,ADMIN,EDF Meeting,TUE,0.5
28,10-11,ETL,Grounding meeting,TUE,1.0
28,11-12,GE11,USCMS Firmware Meeting,TUE,1.0
28,12-1,GE21,USCMS Firmware Meeting,TUE,1.0
28,2:30-4,L0MDT,LpGBT Firmware,TUE,1.5
28,4-5:30,ME0,Chloe,TUE,1.5
,,,,,
29,9-10,L0MDT,GBT-IC firmware updates,WED,1.0
29,10-11,L0MDT,Meeting,WED,1.0
29,10-12,L0MDT,GBT-IC firmware updates,WED,2.0
29,12-1,Tracker,Meeting,WED,1.0
29,1-3,L0MDT,GBT-IC firwmare updates,WED,2.0
29,3-4,--,,WED,1.0
29,4-4:30,GE21,Meet with Indara,WED,0.5
29,4:30-5,ME0,Meet with Indara,WED,0.5
,,,,,
30,9-10,L0MDT,Work on CSM testbench,THU,1.0
30,10-11,L0MDT,EE Meeting,THU,1.0
30,11-12,ETL,Integration Meeting,THU,1.0
30,12-1,--,LUNCH,THU,1.0
30,1-2,L0MDT,Start tweaks to CSM decoding,THU,1.0
30,2-3,ETL,Review slides,THU,1.0
30,3-4,APOLLO,IPMC Meeting,THU,1.0
30,4-5,ME0,Meeting,THU,1.0
30,7-8:30,ETL,Review slides,THU,1.5
,,,,,

