D,Time,Project,Task,Day,Hours
14,11-12,ETL,RB Tester,THU,1.0
14,12-1,--,Lunch w/ Eric,THU,1.0
14,1-3,L0MDT,Meet with Adam,THU,2.0
14,3-3:30,Tracker,IPMC Meeting,THU,0.5
14,3:30-4:30,ETL,Meet w/ Daniel,THU,1.0
,,,,,
15,9-9:30,Tracker,Meeting,FRI,0.5
15,9:30-10,L0MDT,Firmware update,FRI,0.5
15,10-11,APOLLO,IPMC Firmware Update,FRI,1.0
15,11-12,--,Lunch,FRI,1.0
15,12-2,L0MDT,DAQ Updates,FRI,2.0
15,2-4,ME0,Chloe,FRI,2.0
15,4-5,ETL,Meet w/ Daniel,FRI,1.0
,,,,,
,,,,,
18,9-5,SICK,Cold,MON,8.0
,,,,,
19,10-2,L0MDT,Daq integration; firmware updates,TUE,4.0
19,12-4,SICK,Cold,TUE,4.0
,,,,,
20,9-12,L0MDT,Firmware updates,WED,3.0
20,12-1,Tracker,Meeting,WED,1.0
20,1-4,L0MDT,Firmware updates,WED,3.0
20,4-5:30,ETL,Meeting; talk with Daniel,WED,1.5
,,,,,
21,9-10,L0MDT,Firmware updates,THU,1.0
21,10-11,L0MDT,Meeting,THU,1.0
21,11-12,--,LUNCH w/ Eric,THU,1.0
21,12-12:30,ETL,talk with Daniel,THU,0.5
21,12:30-3,L0MDT,Firmware updates,THU,2.5
21,3-3:30,APOLLO,IPMC Meeting,THU,0.5
21,3:30-4,L0MDT,Firmware updates,THU,0.5
21,4-5,ME0,Meeting,THU,1.0
,,,,,
22,9-10,Tracker,Meeting,FRI,1.0
22,10-12,L0MDT,Firmware,FRI,2.0
22,12-1,--,EDF Lunch,FRI,1.0
22,1-2,L0MDT,Firmware,FRI,1.0
22,2-3:30,APOLLO,Meet with Dan,FRI,1.5
22,3:30-5,L0MDT,Firmware,FRI,1.5
,,,,,
,,,,,
25,9:30-10:30,L0MDT,Firmware,MON,1.0
25,10:30-12:30,ETL,Meeting,MON,2.0
25,12:30-1,L0MDT,Firmware,MON,0.5
25,1-2,L0MDT,Meeting,MON,1.0
25,2-3,APOLLO,Meet with Dan,MON,1.0
25,3-3:30,ADMIN,Winterize my office,MON,0.5
25,3:30-4:30,L0MDT,Firmware,MON,1.0
25,4:30-5:30,ME0,Write pipelined multiplier,MON,1.0
,,,,,
26,9-11,L0MDT,Firmware,TUE,2.0
26,11-2,ME0,Multiplier integration,TUE,3.0
26,2-3,ETL,Meetings,TUE,1.0
26,3-5,ETL,Work w/ Daniel,TUE,2.0
26,5-6,ME0,Multiplier integration,TUE,1.0
,,,,,
27,9-10,L0MDT,Firmware,WED,1.0
27,10-11,L0MDT,Meeting,WED,1.0
27,11-12,ME0,Multiplier testing,WED,1.0
27,12-1,--,LUNCH,WED,1.0
27,1-1:30,ADMIN,EDF Meeting,WED,0.5
27,1:30-2,ETL,Meet w/ Daniel,WED,0.5
27,2-2:30,L0MDT,Firmware,WED,0.5
27,2:30-3:30,ME0,Slope multiplier,WED,1.0
27,3:30-4,GE21,OH Review Comments,WED,0.5
27,4-5,ETL,Meeting,WED,1.0
27,5-5:30,GE21,OH Review Comments,WED,0.5
,,,,,
28,9-10,L0MDT,Firmware,THU,1.0
28,10-11,L0MDT,Meeting,THU,1.0
28,11-11:30,GE21,Fusing review,THU,0.5
28,11:30-12:30,ME0,Chloe,THU,1.0
28,12:30-2,L0MDT,Firmware,THU,1.5
28,2-2:30,APOLLO,Regmap updates,THU,0.5
28,2:30-4,L0MDT,Firmware,THU,1.5
28,4-5,ME0,Meeting,THU,1.0
,,,,,
29,9-10,Tracker,Meeting,FRI,1.0
29,10-12,L0MDT,Firmware,FRI,2.0
29,12-12:30,--,LUNCH,FRI,0.5
29,12:30-1,APOLLO,Chat with Dan,FRI,0.5
29,1-2,L0MDT,Firmware,FRI,1.5
29,2-4,ETL,Meeting,FRI,2.0
29,4-5,ME0,Chloe,FRI,1.0
,,,,,
,,,,,

